distribution,true_mean,true_variance,n,rep,method,lower,upper,width,sqrt_n_width,normalized_halfwidth,covered,empty_center_component,backend,runtime_seconds,score_evaluations,adjacent_component_width,full_set_diameter,largest_component_width,topology_component_count,topology_scan_points,topology_point_budget_reached
Bernoulli(0.1),0.1,0.09,3000,47,Capped original feedback,0.0890003178720053,0.1213941787323319,0.0323938608603266,1.7742848317884623,2.957141386314104,True,False,local-batched-bisection,0.0021043849992565,31,,,,,,
Bernoulli(0.1),0.1,0.09,3000,48,Capped original feedback,0.0833871471151352,0.1149333849315648,0.0315462378164295,1.727858605648101,2.8797643427468347,True,False,local-batched-bisection,0.0021188129903748,31,,,,,,
Bernoulli(0.1),0.1,0.09,3000,49,Capped original feedback,0.0882910949649235,0.1202833523125602,0.0319922573476367,1.7522881014811058,2.9204801691351765,True,False,local-batched-bisection,0.0023556299856863,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,0,Capped original feedback,0.0929176066385944,0.1099366111520996,0.0170190045135052,1.7019004513505216,2.8365007522508696,True,False,local-batched-bisection,0.0053328860085457,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,1,Capped original feedback,0.0934505944528229,0.1105105561296307,0.0170599616768078,1.7059961676807802,2.843326946134634,True,False,local-batched-bisection,0.0053618479869328,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,2,Capped original feedback,0.0880258026249045,0.105118236808429,0.0170924341835244,1.7092434183524476,2.8487390305874127,True,False,local-batched-bisection,0.0056510539725422,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,3,Capped original feedback,0.0937056214178689,0.1108614598845839,0.017155838466715,1.7155838466715034,2.8593064111191726,True,False,local-batched-bisection,0.0059719699784182,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,4,Capped original feedback,0.0921809533364002,0.1091806262911883,0.0169996729547881,1.6999672954788103,2.833278825798017,True,False,local-batched-bisection,0.005421471025329,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,5,Capped original feedback,0.0995675219366528,0.1182704244731519,0.018702902536499,1.8702902536499064,3.117150422749844,True,False,local-batched-bisection,0.0060065759462304,32,,,,,,
Bernoulli(0.1),0.1,0.09,10000,6,Capped original feedback,0.09472500214841,0.1119213516034515,0.0171963494550415,1.7196349455041504,2.866058242506917,True,False,local-batched-bisection,0.0053649640176445,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,7,Capped original feedback,0.090259531162966,0.1071999803577892,0.0169404491948231,1.6940449194823182,2.823408199137197,True,False,local-batched-bisection,0.0054044480202719,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,8,Capped original feedback,0.0944678741480683,0.1126994318689508,0.0182315577208825,1.823155772088256,3.0385929534804266,True,False,local-batched-bisection,0.0060234270058572,32,,,,,,
Bernoulli(0.1),0.1,0.09,10000,9,Capped original feedback,0.0877578964412907,0.1047452219381441,0.0169873254968534,1.6987325496853418,2.8312209161422364,True,False,local-batched-bisection,0.0058026710175909,32,,,,,,
Bernoulli(0.1),0.1,0.09,10000,10,Capped original feedback,0.0961694523314499,0.1135623685765478,0.0173929162450979,1.7392916245097936,2.898819374182989,True,False,local-batched-bisection,0.0057837550411932,32,,,,,,
Bernoulli(0.1),0.1,0.09,10000,11,Capped original feedback,0.0842657755152694,0.100852124274485,0.0165863487592156,1.6586348759215634,2.7643914598692727,True,False,local-batched-bisection,0.0055087049840949,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,12,Capped original feedback,0.0929337515535497,0.1098980266798117,0.0169642751262619,1.6964275126261974,2.827379187710329,True,False,local-batched-bisection,0.0056728549534454,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,13,Capped original feedback,0.0906575066158139,0.1079447714012773,0.0172872647854633,1.728726478546336,2.8812107975772268,True,False,local-batched-bisection,0.0056551719899289,32,,,,,,
Bernoulli(0.1),0.1,0.09,10000,14,Capped original feedback,0.0929469474391454,0.1101477594423424,0.017200812003197,1.7200812003197008,2.866802000532835,True,False,local-batched-bisection,0.0055044280015863,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,15,Capped original feedback,0.0952387954002535,0.1128432804637036,0.01760448506345,1.7604485063450053,2.934080843908342,True,False,local-batched-bisection,0.0054158309940248,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,16,Capped original feedback,0.093925864068481,0.1110523515048576,0.0171264874363765,1.7126487436376596,2.854414572729433,True,False,local-batched-bisection,0.0054719870095141,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,17,Capped original feedback,0.0935020398147395,0.1106233052098317,0.0171212653950921,1.7121265395092191,2.853544232515365,True,False,local-batched-bisection,0.0056867119856178,32,,,,,,
Bernoulli(0.1),0.1,0.09,10000,18,Capped original feedback,0.0922375499133312,0.1094636949400887,0.0172261450267574,1.722614502675747,2.871024171126245,True,False,local-batched-bisection,0.0056843479978851,32,,,,,,
Bernoulli(0.1),0.1,0.09,10000,19,Capped original feedback,0.0888386727254376,0.1061590302960765,0.0173203575706388,1.7320357570638878,2.8867262617731466,True,False,local-batched-bisection,0.0059333780081942,32,,,,,,
Bernoulli(0.1),0.1,0.09,10000,20,Capped original feedback,0.096424393804836,0.1137913991848136,0.0173670053799775,1.736700537997757,2.894500896662928,True,False,local-batched-bisection,0.0054112120415084,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,21,Capped original feedback,0.0944528544991973,0.1115621766765366,0.0171093221773393,1.7109322177339348,2.851553696223225,True,False,local-batched-bisection,0.0054757739999331,31,,,,,,
Bernoulli(0.1),0.1,0.09,10000,22,Capped original feedback,0.0930571771201905,0.1101738652867483,0.0171166881665578,1.7116688166557827,2.852781361092972,True,False,local-batched-bisection,0.0054246470099315,31,,,,,,
